0,0
0,2989
907,2989
1151,2989
1151,-2711
3567,-2711
4620,-2711
4620,2989
6237,2989
6655,2989
6655,-2711
6721,-2711
9404,-2711
10127,-2711
10127,2989
12159,2989
12159,-2711
12461,-2711
15151,-2711
15633,-2711
15633,2989
17663,2989
17663,-2711
18186,-2711
20874,-2711
21140,-2711
21140,2989
23168,2989
23168,-2711
23316,-2711
23956,-2711
26630,-2711
26646,-2711
26646,2989
28672,2989
28672,-2711
29151,-2711
29864,-2711
32153,-2711
32153,2989
32507,2989
34176,2989
34176,-2711
35949,-2711
37660,-2711
37660,2989
38574,2989
39680,2989
39680,-2711
41968,-2711
43167,-2711
43167,2989
44621,2989
45184,2989
45184,-2711
47814,-2711
47814,-2297
48673,-2297
48673,3403
49014,3403
49614,3403
49614,2989
49614,6852
50489,6852
50688,6852
50688,1152
54180,1152
54180,6852
55184,6852
55184,2989
55184,3403
55784,3403
55784,2989
56192,2989
56192,-2711
56249,-2711
59290,-2711
59687,-2711
59687,2989
59992,2989
60917,2989
60917,5619
61141,5619
61141,2989
61696,2989
61696,-2711
61972,-2711
64740,-2711
64740,-2297
65045,-2297
65194,-2297
65194,3403
65340,3403
65340,2989
65340,14934
65751,14934
65751,2989
65751,3403
66351,3403
66351,2989
66429,2989
66429,5619
66947,5619
66947,2989
67200,2989
67200,-2711
67713,-2711
70373,-2711
70701,-2711
70701,2989
70911,2989
71354,2989
72087,2989
72087,5619
72667,5619
72667,2989
72705,2989
72705,-2711
73549,-2711
76208,-2711
76208,2989
76965,2989
77137,2989
77787,2989
77787,5619
78209,5619
78209,-81
78366,-81
78366,-2711
79576,-2711
81715,-2711
81715,2989
82884,2989
83017,2989
83507,2989
83507,5619
83713,5619
83713,-81
84023,-81
84023,-2711
85659,-2711
87222,-2711
87222,2989
88615,2989
88895,2989
89217,2989
89217,-2711
89317,-2711
89317,-81
89530,-81
89530,-2711
91569,-2711
92729,-2711
92729,2989
94454,2989
94454,3403
94662,3403
94721,3403
94721,-2297
95054,-2297
95054,-2711
95054,9234
95322,9234
95322,-2711
95322,-2297
95922,-2297
95922,-2711
97349,-2711
97349,-2297
98236,-2297
98236,3403
98549,3403
98549,2989
99149,3403
99149,2989
99149,6852
100226,6852
100226,1152
100387,1152
103743,1152
103743,6852
104719,6852
104719,2989
104719,3403
105319,3403
105319,2989
105730,2989
105730,-2711
105772,-2711
105772,-2297
106128,-2297
106372,-2297
106372,-2711
106372,9234
106842,9234
106842,-2711
106842,-2297
107442,-2297
107442,-2711
108808,-2711
109250,-2711
109250,2989
111234,2989
111234,-2711
111447,-2711
111957,-2711
114614,-2711
114757,-2711
114757,2989
116738,2989
116738,-2711
117968,-2711
117968,-2297
119168,-2297
119168,-2711
119768,-2297
119768,-2711
119768,1152
120265,1152
120265,6852
120592,6852
122242,6852
122242,1152
125338,1152
125338,-2711
125338,-2297
125772,-2297
125772,3403
125938,3403
125938,2989
126687,2989
127747,2989
127747,-2711
129971,-2711
131279,-2711
131279,2989
132637,2989
133251,2989
133251,-2711
135758,-2711
136786,-2711
136786,2989
138438,2989
138755,2989
138755,-2711
141488,-2711
142294,-2711
142294,2989
144171,2989
144260,2989
144260,-2711
147221,-2711
147801,-2711
147801,2989
148022,2989
148887,2989
148887,5619
149330,5619
149330,2989
149764,2989
149764,-2711
149896,-2711
152766,-2711
153021,-2711
153309,-2711
153309,2989
153727,2989
154504,2989
154504,5619
155067,5619
155067,2989
155268,2989
155268,-2711
155675,-2711
158607,-2711
158607,-2297
158816,-2297
158816,3403
158986,3403
159207,3403
159207,2989
159207,14934
159559,14934
159559,2989
159559,3403
160159,3403
160159,2989
160190,2989
160190,5619
160773,5619
160773,-81
160775,-81
160775,-2711
161602,-2711
164324,-2711
164324,2989
165075,2989
165273,2989
165900,2989
165900,5619
166277,5619
166277,-81
166457,-81
166457,-2711
167696,-2711
169831,-2711
169831,2989
171004,2989
171035,2989
171645,2989
171645,5619
171781,5619
171781,-81
172058,-81
172058,-2711
173695,-2711
175339,-2711
175339,2989
176762,2989
176844,2989
177286,2989
177286,-2711
179525,-2711
179525,-2297
180725,-2297
180846,-2297
180846,3403
181325,3403
181325,2989
181325,6852
182581,6852
182790,6852
182790,1152
186354,1152
186354,6852
186895,6852
186895,2989
186895,3403
187495,3403
187495,2989
188295,2989
188295,-2711
188308,-2711
190992,-2711
191862,-2711
191862,2989
193799,2989
193799,-2711
193825,-2711
194084,-2711
196752,-2711
197369,-2711
197369,2989
199304,2989
199304,-2711
199721,-2711
200000,-2711
202635,-2711
202877,-2711
202877,2989
204808,2989
204808,-2711
206083,-2711
208385,-2711
208385,2989
208704,2989
210313,2989
210313,-2711
212089,-2711
213893,-2711
213893,2989
214741,2989
215818,2989
215818,-2711
217927,-2711
219401,-2711
219401,2989
220602,2989
221322,2989
221322,-2711
223677,-2711
224909,-2711
224909,2989
226827,2989
226827,-2711
230417,-2711
230417,2989
232332,2989
232332,-2711
234000,-2711
